0.0644531250, 0.0085449219, 0.8764648438,-1.9389313459, 1.6564885378, 0.2595419884
0.0717773438, 0.0061035156, 0.8779296875,-1.8625954390, 1.5725190639, 0.5725190639
0.0688476563, 0.0043945312, 0.8864746094,-1.8244274855, 1.7862595320, 0.5114504099
0.0620117187, 0.0073242187, 0.8798828125,-2.2213740349, 1.5725190639, 0.6488549709
0.0590820312, 0.0134277344, 0.8686523438,-1.7938930988, 1.5801526308, 0.1755725145
0.0593261719, 0.0078125000, 0.8615722656,-1.7251908779, 0.5190839767, 0.1526717544
0.0617675781, 0.0144042969, 0.8732910156,-1.6488549709, 0.1526717544, -0.0152671756
0.0581054687, 0.0207519531, 0.8784179688,-1.8549618721, 0.2595419884, -0.2366412282
0.0522460937, 0.0124511719, 0.8793945313,-2.2977099419, 0.1679389328, -0.2213740498
0.0551757812, 0.0173339844, 0.8710937500,-2.2519083023, -0.7099236846, -0.6412213445
0.0437011719, 0.0224609375, 0.8786621094,-2.7328243256, -2.4198472500, -1.6259541512
0.0512695312, 0.0170898438, 0.8789062500,-3.0916030407, -2.9465649128, -1.9541984797
0.0566406250, 0.0209960937, 0.8730468750,-3.2748091221, -3.9465649128, -2.4427480698
0.0568847656, 0.0161132813, 0.8564453125,-3.3435113430, -2.4885497093, -2.8396947384
0.0595703125, 0.0131835938, 0.8671875000,-3.1984732151, -1.4122136831, -3.0229008198
0.0681152344, 0.0104980469, 0.8728027344,-3.2519083023, -0.6717557311, -3.1832060814
0.0688476563, 0.0109863281, 0.8747558594,-3.1755726337, -0.7862595320, -2.7938930988
0.0683593750, 0.0119628906, 0.8747558594,-3.5419847965, -1.2748091221, -2.8473281860
0.0673828125, 0.0080566406, 0.8823242188,-3.7404580116, -1.4045801163, -2.7938930988
0.0749511719, 0.0095214844, 0.8940429688,-3.9770991802, -1.5267175436, -2.6564886570
0.0703125000, 0.0078125000, 0.8762207031,-3.8015267849, -1.9083969593, -2.0687022209
0.0737304688, 0.0104980469, 0.8767089844,-3.4580152035, -1.2061069012, -1.5038168430
0.0700683594, 0.0107421875, 0.8681640625,-3.4198472500, -0.0687022880, -1.1145038605
0.0642089844, 0.0141601563, 0.8720703125,-3.8244273663, -0.3893129826, -0.8625954390
0.0686035156, 0.0153808594, 0.8737792969,-3.6946563721, -0.4580152631, -0.5343511701
0.0690917969, 0.0200195312, 0.8750000000,-4.1297707558, -1.9236640930, -0.8625954390
0.0673828125, 0.0156250000, 0.8740234375,-3.2061069012, -1.8702290058, -0.7175572515
0.0703125000, 0.0078125000, 0.8754882813,-2.4961831570, -0.0381679386, -0.3358778656
0.0712890625, 0.0161132813, 0.8715820313,-2.3358778954, 0.8473282456, -0.0152671756
0.0566406250, 0.0119628906, 0.8684082031,-2.7404580116, -0.1297709942, -0.2671755850
0.0620117187, 0.0058593750, 0.8723144531,-3.0000000000, 0.2290076315, -0.5343511701
0.0588378906, 0.0083007813, 0.8679199219,-2.7633588314, 0.3587786257, -0.4198473394
0.0546875000, 0.0078125000, 0.8735351563,-2.8320610523, 0.0229007639, -0.6488549709
0.0512695312, 0.0114746094, 0.8830566406,-2.7557251453, -1.1297709942, -0.8625954390
0.0549316406, 0.0083007813, 0.8913574219,-3.0152671337, -1.5038168430, -0.9923664331
0.0629882813, 0.0056152344, 0.8771972656,-3.0534350872, -1.0687023401, -1.4274809361
0.0700683594, 0.0039062500, 0.8771972656,-3.4809160233, -1.2442748547, -1.2061069012
0.0629882813, 0.0058593750, 0.8715820313,-3.3816792965, -0.9694656730, -1.2137404680
0.0727539063, 0.0092773438, 0.8815917969,-3.2290077209, -0.7404580116, -1.0152671337
0.0710449219, 0.0007324219, 0.8889160156,-3.0381679535, -1.8854961395, -0.9007633328
0.0766601563, 0.0043945312, 0.8798828125,-2.6030533314, -1.3358778954, -0.9465649128
0.0773925781, 0.0063476562, 0.8859863281,-2.6335878372, -1.3435114622, -0.6870229244
0.0686035156, 0.0156250000, 0.8913574219,-2.7786259651, -1.3358778954, -0.4885496199
0.0676269531, 0.0034179687, 0.8818359375,-2.8320610523, -1.0076335669, -0.4274809062
0.0664062500, 0.0080566406, 0.8857421875,-2.9389312267, -0.0839694664, -0.2977099121
0.0720214844, 0.0061035156, 0.8703613281,-2.6183207035, -0.0992366448, 0.1755725145
0.0612792969, 0.0129394531, 0.8859863281,-2.3435113430, -0.2366412282, -0.0305343512
0.0478515625, 0.0097656250, 0.8879394531,-2.5648853779, -0.4580152631, -0.1679389328
0.0607910156, 0.0136718750, 0.8740234375,-2.7404580116, -0.7938931584, -0.1908396930
0.0444335937, 0.0202636719, 0.8771972656,-2.7328243256, -1.1450381279, -0.9541984797
0.0473632812, 0.0209960937, 0.8613281250,-2.8778626919, -0.1297709942, -0.8778625727
0.0490722656, 0.0173339844, 0.8735351563,-2.6488549709, -0.4580152631, -1.2595419884
0.0600585937, 0.0122070313, 0.8793945313,-3.2290077209, -0.2671755850, -1.1526718140
0.0666503906, 0.0131835938, 0.8725585938,-3.1603052616, -0.2595419884, -1.1832060814
0.0612792969, 0.0097656250, 0.8854980469,-2.8854961395, -0.4198473394, -1.5572519302
0.0600585937, 0.0131835938, 0.8793945313,-3.0305342674, -0.6641221642, -1.4961831570
0.0571289062, 0.0166015625, 0.8754882813,-2.8320610523, -0.9847328067, -1.7786259651
0.0559082031, 0.0163574219, 0.8781738281,-2.9236640930, -0.6564885378, -1.8549618721
0.0559082031, 0.0131835938, 0.8757324219,-3.4198472500, -1.0687023401, -1.9618320465
0.0598144531, 0.0170898438, 0.8713378906,-3.6030533314, -1.5190839767, -2.1450381279
0.0664062500, 0.0129394531, 0.8696289063,-3.4427480698, -1.7633588314, -2.2977099419
0.0654296875, 0.0119628906, 0.8686523438,-3.3969466686, -1.3435114622, -2.2137403488
0.0688476563, 0.0092773438, 0.8693847656,-2.7404580116, -0.4732824564, -1.9007633924
0.0720214844, 0.0085449219, 0.8762207031,-2.9312977791, -0.8167939186, -1.7328244448
0.0695800781, 0.0104980469, 0.8713378906,-2.8931298256, -0.9236640930, -1.7404580116
0.0690917969, 0.0097656250, 0.8781738281,-2.9083969593, -2.1068701744, -1.8015266657
0.0541992187, 0.0112304688, 0.8747558594,-3.0229008198, -2.3282442093, -2.0000000000
0.0600585937, 0.0104980469, 0.8808593750,-2.9694657326, -1.4809160233, -1.9694656134
0.0581054687, 0.0051269531, 0.8845214844,-3.0916030407, -1.5877863169, -1.7099236250
0.0595703125, 0.0107421875, 0.8840332031,-3.4503817558, -1.6946564913, -1.8244274855
